,sbj_ID,Age,Sex,L1,AoAL1,ProfL1,L2,AoAL2,ProfL2,L3,AoAL3,ProfL3,L4,AoAL4,ProfL4,otherLs,set,trialn,character1,character2,response,rt
0,101,23,Female,English,0,6,French,0,5,German,13,3,Italian,22,2,No,,,,,,
0,102,31,Male,French,0,6,English,0,5,German,13,3,Italian,22,2,No,,,,,,
0,101,,,,,,,,,,,,,,,,1.0,1.0,d,O,73,3222.0
0,101,,,,,,,,,,,,,,,,1.0,2.0,v,S,29,2243.0
0,101,,,,,,,,,,,,,,,,1.0,3.0,y,D,28,2079.0
0,101,,,,,,,,,,,,,,,,1.0,4.0,Y,V,32,2456.0
0,101,,,,,,,,,,,,,,,,1.0,5.0,b,Z,10,5587.0
0,101,,,,,,,,,,,,,,,,1.0,6.0,r,N,74,2684.0
0,101,,,,,,,,,,,,,,,,1.0,7.0,a,F,21,2327.0
0,101,,,,,,,,,,,,,,,,1.0,8.0,g,J,30,2730.0
0,101,,,,,,,,,,,,,,,,1.0,9.0,u,N,65,2741.0
0,101,,,,,,,,,,,,,,,,1.0,10.0,l,R,25,2568.0
0,101,,,,,,,,,,,,,,,,1.0,11.0,l,g,36,2518.0
0,101,,,,,,,,,,,,,,,,1.0,12.0,t,T,72,2014.0
0,101,,,,,,,,,,,,,,,,1.0,13.0,o,a,28,2652.0
0,101,,,,,,,,,,,,,,,,1.0,14.0,l,J,70,4069.0
0,101,,,,,,,,,,,,,,,,1.0,15.0,r,T,72,2210.0
0,101,,,,,,,,,,,,,,,,1.0,16.0,g,l,22,1850.0
0,101,,,,,,,,,,,,,,,,1.0,17.0,o,c,21,3863.0
0,101,,,,,,,,,,,,,,,,1.0,18.0,b,Y,12,3192.0
0,101,,,,,,,,,,,,,,,,1.0,19.0,Y,J,69,2017.0
0,101,,,,,,,,,,,,,,,,1.0,20.0,V,k,32,2045.0
0,101,,,,,,,,,,,,,,,,1.0,21.0,g,B,21,1965.0
0,101,,,,,,,,,,,,,,,,1.0,22.0,g,F,15,1912.0
0,101,,,,,,,,,,,,,,,,1.0,23.0,y,r,6,2999.0
0,101,,,,,,,,,,,,,,,,1.0,24.0,k,E,32,2408.0
0,101,,,,,,,,,,,,,,,,1.0,25.0,c,d,82,3195.0
0,101,,,,,,,,,,,,,,,,1.0,26.0,d,T,0,2754.0
0,101,,,,,,,,,,,,,,,,1.0,27.0,a,O,28,2157.0
0,101,,,,,,,,,,,,,,,,1.0,28.0,t,i,34,4686.0
0,101,,,,,,,,,,,,,,,,1.0,29.0,a,N,27,2984.0
0,101,,,,,,,,,,,,,,,,1.0,30.0,t,Z,63,3446.0
0,101,,,,,,,,,,,,,,,,1.0,31.0,y,h,35,2458.0
0,101,,,,,,,,,,,,,,,,1.0,32.0,d,g,28,2502.0
0,101,,,,,,,,,,,,,,,,1.0,33.0,v,h,69,2902.0
0,101,,,,,,,,,,,,,,,,1.0,34.0,h,u,9,2645.0
0,101,,,,,,,,,,,,,,,,1.0,35.0,c,Y,71,4374.0
0,101,,,,,,,,,,,,,,,,1.0,36.0,U,o,25,3267.0
0,101,,,,,,,,,,,,,,,,1.0,37.0,t,t,100,3097.0
0,101,,,,,,,,,,,,,,,,1.0,38.0,v,k,27,3079.0
0,101,,,,,,,,,,,,,,,,1.0,39.0,Z,m,11,3067.0
0,101,,,,,,,,,,,,,,,,1.0,40.0,V,v,14,4207.0
0,101,,,,,,,,,,,,,,,,1.0,41.0,v,J,89,3017.0
0,101,,,,,,,,,,,,,,,,1.0,42.0,a,a,100,2828.0
0,101,,,,,,,,,,,,,,,,1.0,43.0,h,a,84,2515.0
0,101,,,,,,,,,,,,,,,,1.0,44.0,b,h,13,2741.0
0,101,,,,,,,,,,,,,,,,1.0,45.0,o,H,16,2777.0
0,101,,,,,,,,,,,,,,,,1.0,46.0,y,G,14,2602.0
0,101,,,,,,,,,,,,,,,,1.0,47.0,u,g,15,4041.0
0,101,,,,,,,,,,,,,,,,1.0,48.0,i,H,1,2711.0
0,101,,,,,,,,,,,,,,,,1.0,49.0,r,H,25,2918.0
0,101,,,,,,,,,,,,,,,,1.0,50.0,u,i,28,2635.0
0,101,,,,,,,,,,,,,,,,1.0,51.0,U,U,100,3077.0
0,101,,,,,,,,,,,,,,,,1.0,52.0,l,A,22,2921.0
0,101,,,,,,,,,,,,,,,,1.0,53.0,i,P,26,4525.0
0,101,,,,,,,,,,,,,,,,1.0,54.0,k,Z,28,3022.0
0,101,,,,,,,,,,,,,,,,1.0,55.0,a,A,16,3837.0
0,101,,,,,,,,,,,,,,,,1.0,56.0,c,c,100,3716.0
0,101,,,,,,,,,,,,,,,,1.0,57.0,g,h,20,3298.0
0,101,,,,,,,,,,,,,,,,1.0,58.0,m,g,15,2716.0
0,101,,,,,,,,,,,,,,,,1.0,59.0,l,S,22,3791.0
0,101,,,,,,,,,,,,,,,,1.0,60.0,h,y,20,2688.0
0,101,,,,,,,,,,,,,,,,1.0,61.0,t,U,20,2683.0
0,101,,,,,,,,,,,,,,,,1.0,62.0,k,i,77,3193.0
0,101,,,,,,,,,,,,,,,,1.0,63.0,d,E,18,3482.0
0,101,,,,,,,,,,,,,,,,1.0,64.0,U,V,25,2499.0
0,101,,,,,,,,,,,,,,,,1.0,65.0,y,d,88,2866.0
0,101,,,,,,,,,,,,,,,,1.0,66.0,b,T,18,2439.0
0,101,,,,,,,,,,,,,,,,1.0,67.0,V,L,27,2724.0
0,101,,,,,,,,,,,,,,,,1.0,68.0,Z,V,72,3136.0
0,101,,,,,,,,,,,,,,,,1.0,69.0,Z,R,67,3009.0
0,101,,,,,,,,,,,,,,,,1.0,70.0,U,I,25,3203.0
0,101,,,,,,,,,,,,,,,,1.0,71.0,k,J,22,2555.0
0,101,,,,,,,,,,,,,,,,1.0,72.0,h,F,31,4075.0
0,101,,,,,,,,,,,,,,,,1.0,73.0,a,J,25,2628.0
0,101,,,,,,,,,,,,,,,,1.0,74.0,k,Y,33,2646.0
0,101,,,,,,,,,,,,,,,,1.0,75.0,i,C,27,2731.0
0,101,,,,,,,,,,,,,,,,1.0,76.0,i,F,37,2746.0
0,101,,,,,,,,,,,,,,,,1.0,77.0,U,b,20,6156.0
0,101,,,,,,,,,,,,,,,,1.0,78.0,r,d,20,3412.0
0,101,,,,,,,,,,,,,,,,1.0,79.0,y,S,25,3224.0
0,101,,,,,,,,,,,,,,,,1.0,80.0,a,o,21,2721.0
0,101,,,,,,,,,,,,,,,,2.0,1.0,U,Q,70,3772.0
0,101,,,,,,,,,,,,,,,,2.0,2.0,u,Y,30,4173.0
0,101,,,,,,,,,,,,,,,,2.0,3.0,h,r,27,2465.0
0,101,,,,,,,,,,,,,,,,2.0,4.0,Y,d,91,2114.0
0,101,,,,,,,,,,,,,,,,2.0,5.0,l,H,25,2277.0
0,101,,,,,,,,,,,,,,,,2.0,6.0,Z,L,31,2463.0
0,101,,,,,,,,,,,,,,,,2.0,7.0,m,l,81,2824.0
0,101,,,,,,,,,,,,,,,,2.0,8.0,u,B,27,3069.0
0,101,,,,,,,,,,,,,,,,2.0,9.0,l,t,19,2418.0
0,101,,,,,,,,,,,,,,,,2.0,10.0,y,l,72,2681.0
0,101,,,,,,,,,,,,,,,,2.0,11.0,Y,Q,64,2667.0
0,101,,,,,,,,,,,,,,,,2.0,12.0,c,F,33,2530.0
0,101,,,,,,,,,,,,,,,,2.0,13.0,Y,E,21,2951.0
0,101,,,,,,,,,,,,,,,,2.0,14.0,h,O,28,2776.0
0,101,,,,,,,,,,,,,,,,2.0,15.0,g,P,35,3333.0
0,101,,,,,,,,,,,,,,,,2.0,16.0,y,N,16,3012.0
0,101,,,,,,,,,,,,,,,,2.0,17.0,h,C,27,2435.0
0,101,,,,,,,,,,,,,,,,2.0,18.0,g,O,30,2543.0
0,101,,,,,,,,,,,,,,,,2.0,19.0,i,Z,61,2702.0
0,101,,,,,,,,,,,,,,,,2.0,20.0,Z,c,37,2858.0
0,101,,,,,,,,,,,,,,,,2.0,21.0,g,k,31,3519.0
0,101,,,,,,,,,,,,,,,,2.0,22.0,U,g,71,2791.0
0,101,,,,,,,,,,,,,,,,2.0,23.0,V,S,29,2596.0
0,101,,,,,,,,,,,,,,,,2.0,24.0,c,I,67,3423.0
0,101,,,,,,,,,,,,,,,,2.0,25.0,u,b,28,2728.0
0,101,,,,,,,,,,,,,,,,2.0,26.0,c,T,36,4264.0
0,101,,,,,,,,,,,,,,,,2.0,27.0,l,D,23,2630.0
0,101,,,,,,,,,,,,,,,,2.0,28.0,Y,a,38,2941.0
0,101,,,,,,,,,,,,,,,,2.0,29.0,h,I,79,2684.0
0,101,,,,,,,,,,,,,,,,2.0,30.0,g,G,70,3148.0
0,101,,,,,,,,,,,,,,,,2.0,31.0,d,t,65,2977.0
0,101,,,,,,,,,,,,,,,,2.0,32.0,b,g,38,3662.0
0,101,,,,,,,,,,,,,,,,2.0,33.0,Y,N,91,2656.0
0,101,,,,,,,,,,,,,,,,2.0,34.0,l,d,70,2372.0
0,101,,,,,,,,,,,,,,,,2.0,35.0,m,J,18,2996.0
0,101,,,,,,,,,,,,,,,,2.0,36.0,u,v,63,2983.0
0,101,,,,,,,,,,,,,,,,2.0,37.0,k,P,37,2854.0
0,101,,,,,,,,,,,,,,,,2.0,38.0,r,P,23,2774.0
0,101,,,,,,,,,,,,,,,,2.0,39.0,a,R,35,2341.0
0,101,,,,,,,,,,,,,,,,2.0,40.0,U,J,73,3221.0
0,101,,,,,,,,,,,,,,,,2.0,41.0,Y,I,29,2372.0
0,101,,,,,,,,,,,,,,,,2.0,42.0,c,a,69,3616.0
0,101,,,,,,,,,,,,,,,,2.0,43.0,c,i,27,2357.0
0,101,,,,,,,,,,,,,,,,2.0,44.0,a,k,69,2550.0
0,101,,,,,,,,,,,,,,,,2.0,45.0,b,U,39,2316.0
0,101,,,,,,,,,,,,,,,,2.0,46.0,c,r,74,2845.0
0,101,,,,,,,,,,,,,,,,2.0,47.0,V,G,67,2378.0
0,101,,,,,,,,,,,,,,,,2.0,48.0,m,c,84,2644.0
0,101,,,,,,,,,,,,,,,,2.0,49.0,Y,T,90,2603.0
0,101,,,,,,,,,,,,,,,,2.0,50.0,v,v,100,2964.0
0,101,,,,,,,,,,,,,,,,2.0,51.0,b,c,32,2975.0
0,101,,,,,,,,,,,,,,,,2.0,52.0,l,m,37,2717.0
0,101,,,,,,,,,,,,,,,,2.0,53.0,V,o,25,3210.0
0,101,,,,,,,,,,,,,,,,2.0,54.0,b,A,16,2755.0
0,101,,,,,,,,,,,,,,,,2.0,55.0,l,b,71,2713.0
0,101,,,,,,,,,,,,,,,,2.0,56.0,c,J,36,3496.0
0,101,,,,,,,,,,,,,,,,2.0,57.0,b,a,80,2636.0
0,101,,,,,,,,,,,,,,,,2.0,58.0,Y,H,28,5588.0
0,101,,,,,,,,,,,,,,,,2.0,59.0,v,R,77,3683.0
0,101,,,,,,,,,,,,,,,,2.0,60.0,Z,k,63,4323.0
0,101,,,,,,,,,,,,,,,,2.0,61.0,U,S,75,2499.0
0,101,,,,,,,,,,,,,,,,2.0,62.0,i,r,81,3301.0
0,101,,,,,,,,,,,,,,,,2.0,63.0,u,J,75,3040.0
0,101,,,,,,,,,,,,,,,,2.0,64.0,t,o,71,3902.0
0,101,,,,,,,,,,,,,,,,2.0,65.0,u,O,33,2583.0
0,101,,,,,,,,,,,,,,,,2.0,66.0,l,k,26,2779.0
0,101,,,,,,,,,,,,,,,,2.0,67.0,c,v,34,2854.0
0,101,,,,,,,,,,,,,,,,2.0,68.0,v,Y,72,2617.0
0,101,,,,,,,,,,,,,,,,2.0,69.0,r,v,23,2590.0
0,101,,,,,,,,,,,,,,,,2.0,70.0,y,i,70,2907.0
0,101,,,,,,,,,,,,,,,,2.0,71.0,t,B,28,2278.0
0,101,,,,,,,,,,,,,,,,2.0,72.0,t,u,29,2928.0
0,101,,,,,,,,,,,,,,,,2.0,73.0,U,N,80,2851.0
0,101,,,,,,,,,,,,,,,,2.0,74.0,c,m,86,7771.0
0,101,,,,,,,,,,,,,,,,2.0,75.0,y,R,40,4979.0
0,101,,,,,,,,,,,,,,,,2.0,76.0,y,M,66,2653.0
0,101,,,,,,,,,,,,,,,,2.0,77.0,t,L,20,3761.0
0,101,,,,,,,,,,,,,,,,2.0,78.0,h,P,30,2146.0
0,101,,,,,,,,,,,,,,,,2.0,79.0,o,B,58,2988.0
0,101,,,,,,,,,,,,,,,,2.0,80.0,t,K,26,2317.0
0,101,,,,,,,,,,,,,,,,3.0,1.0,U,O,29,4681.0
0,101,,,,,,,,,,,,,,,,3.0,2.0,Y,B,63,3665.0
0,101,,,,,,,,,,,,,,,,3.0,3.0,u,k,34,2919.0
0,101,,,,,,,,,,,,,,,,3.0,4.0,g,U,66,2916.0
0,101,,,,,,,,,,,,,,,,3.0,5.0,V,u,28,3811.0
0,101,,,,,,,,,,,,,,,,3.0,6.0,r,o,32,2839.0
0,101,,,,,,,,,,,,,,,,3.0,7.0,Z,Z,100,4923.0
0,101,,,,,,,,,,,,,,,,3.0,8.0,b,o,30,2226.0
0,101,,,,,,,,,,,,,,,,3.0,9.0,t,S,31,2312.0
0,101,,,,,,,,,,,,,,,,3.0,10.0,U,l,32,3512.0
0,101,,,,,,,,,,,,,,,,3.0,11.0,a,V,21,3446.0
0,101,,,,,,,,,,,,,,,,3.0,12.0,y,m,94,2829.0
0,101,,,,,,,,,,,,,,,,3.0,13.0,o,Y,66,3074.0
0,101,,,,,,,,,,,,,,,,3.0,14.0,b,I,66,2925.0
0,101,,,,,,,,,,,,,,,,3.0,15.0,l,M,77,3524.0
0,101,,,,,,,,,,,,,,,,3.0,16.0,U,L,36,2453.0
0,101,,,,,,,,,,,,,,,,3.0,17.0,l,o,97,3113.0
0,101,,,,,,,,,,,,,,,,3.0,18.0,t,a,30,2583.0
0,101,,,,,,,,,,,,,,,,3.0,19.0,U,H,29,2749.0
0,101,,,,,,,,,,,,,,,,3.0,20.0,u,T,74,2867.0
0,101,,,,,,,,,,,,,,,,3.0,21.0,c,g,21,2867.0
0,101,,,,,,,,,,,,,,,,3.0,22.0,m,d,87,2729.0
0,101,,,,,,,,,,,,,,,,3.0,23.0,d,b,76,2670.0
0,101,,,,,,,,,,,,,,,,3.0,24.0,t,v,28,3708.0
0,101,,,,,,,,,,,,,,,,3.0,25.0,Z,I,14,2485.0
0,101,,,,,,,,,,,,,,,,3.0,26.0,b,V,68,2881.0
0,101,,,,,,,,,,,,,,,,3.0,27.0,l,I,10,2605.0
0,101,,,,,,,,,,,,,,,,3.0,28.0,r,t,72,4437.0
0,101,,,,,,,,,,,,,,,,3.0,29.0,b,i,85,3289.0
0,101,,,,,,,,,,,,,,,,3.0,30.0,v,l,30,3061.0
0,101,,,,,,,,,,,,,,,,3.0,31.0,y,F,19,2606.0
0,101,,,,,,,,,,,,,,,,3.0,32.0,V,Y,25,2941.0
0,101,,,,,,,,,,,,,,,,3.0,33.0,o,y,24,2856.0
0,101,,,,,,,,,,,,,,,,3.0,34.0,h,v,22,2762.0
0,101,,,,,,,,,,,,,,,,3.0,35.0,l,B,71,3116.0
0,101,,,,,,,,,,,,,,,,3.0,36.0,g,T,27,3510.0
0,101,,,,,,,,,,,,,,,,3.0,37.0,r,R,91,2676.0
0,101,,,,,,,,,,,,,,,,3.0,38.0,m,u,28,3504.0
0,101,,,,,,,,,,,,,,,,3.0,39.0,v,M,85,3595.0
0,101,,,,,,,,,,,,,,,,3.0,40.0,Y,Z,79,3776.0
0,101,,,,,,,,,,,,,,,,3.0,41.0,Y,r,92,2620.0
0,101,,,,,,,,,,,,,,,,3.0,42.0,V,J,28,2877.0
0,101,,,,,,,,,,,,,,,,3.0,43.0,V,y,72,3265.0
0,101,,,,,,,,,,,,,,,,3.0,44.0,k,D,74,2997.0
0,101,,,,,,,,,,,,,,,,3.0,45.0,c,Z,58,4172.0
0,101,,,,,,,,,,,,,,,,3.0,46.0,r,Z,85,3081.0
0,101,,,,,,,,,,,,,,,,3.0,47.0,y,t,31,2858.0
0,101,,,,,,,,,,,,,,,,3.0,48.0,c,M,68,3906.0
0,101,,,,,,,,,,,,,,,,3.0,49.0,o,t,79,3576.0
0,101,,,,,,,,,,,,,,,,3.0,50.0,g,A,31,3832.0
0,101,,,,,,,,,,,,,,,,3.0,51.0,V,B,82,2998.0
0,101,,,,,,,,,,,,,,,,3.0,52.0,h,H,74,4246.0
0,101,,,,,,,,,,,,,,,,3.0,53.0,v,F,34,2691.0
0,101,,,,,,,,,,,,,,,,3.0,54.0,i,K,31,2594.0
0,101,,,,,,,,,,,,,,,,3.0,55.0,u,h,29,2389.0
0,101,,,,,,,,,,,,,,,,3.0,56.0,r,G,74,2903.0
0,101,,,,,,,,,,,,,,,,3.0,57.0,a,u,29,2839.0
0,101,,,,,,,,,,,,,,,,3.0,58.0,c,R,29,2775.0
0,101,,,,,,,,,,,,,,,,3.0,59.0,b,D,27,2730.0
0,101,,,,,,,,,,,,,,,,3.0,60.0,v,o,43,4131.0
0,101,,,,,,,,,,,,,,,,3.0,61.0,a,Y,28,2665.0
0,101,,,,,,,,,,,,,,,,3.0,62.0,y,K,74,2970.0
0,101,,,,,,,,,,,,,,,,3.0,63.0,o,g,69,3518.0
0,101,,,,,,,,,,,,,,,,3.0,64.0,b,S,38,2549.0
0,101,,,,,,,,,,,,,,,,3.0,65.0,v,b,60,3172.0
0,101,,,,,,,,,,,,,,,,3.0,66.0,V,U,66,2215.0
0,101,,,,,,,,,,,,,,,,3.0,67.0,Z,U,90,2719.0
0,101,,,,,,,,,,,,,,,,3.0,68.0,b,y,77,3825.0
0,101,,,,,,,,,,,,,,,,3.0,69.0,y,U,11,3662.0
0,101,,,,,,,,,,,,,,,,3.0,70.0,h,N,20,2624.0
0,101,,,,,,,,,,,,,,,,3.0,71.0,k,I,72,3393.0
0,101,,,,,,,,,,,,,,,,3.0,72.0,c,t,74,3474.0
0,101,,,,,,,,,,,,,,,,3.0,73.0,o,T,31,2654.0
0,101,,,,,,,,,,,,,,,,3.0,74.0,y,y,100,2878.0
0,101,,,,,,,,,,,,,,,,3.0,75.0,c,u,30,2695.0
0,101,,,,,,,,,,,,,,,,3.0,76.0,g,y,29,2246.0
0,101,,,,,,,,,,,,,,,,3.0,77.0,r,D,72,3321.0
0,101,,,,,,,,,,,,,,,,3.0,78.0,m,a,86,3631.0
0,101,,,,,,,,,,,,,,,,3.0,79.0,k,l,31,2560.0
0,101,,,,,,,,,,,,,,,,3.0,80.0,l,K,23,2433.0
0,101,,,,,,,,,,,,,,,,4.0,1.0,V,C,72,3146.0
0,101,,,,,,,,,,,,,,,,4.0,2.0,V,T,66,3086.0
0,101,,,,,,,,,,,,,,,,4.0,3.0,m,C,33,3087.0
0,101,,,,,,,,,,,,,,,,4.0,4.0,i,i,100,3859.0
0,101,,,,,,,,,,,,,,,,4.0,5.0,a,G,64,2494.0
0,101,,,,,,,,,,,,,,,,4.0,6.0,g,Q,71,2088.0
0,101,,,,,,,,,,,,,,,,4.0,7.0,Y,o,65,3063.0
0,101,,,,,,,,,,,,,,,,4.0,8.0,r,u,65,2490.0
0,101,,,,,,,,,,,,,,,,4.0,9.0,o,K,42,2192.0
0,101,,,,,,,,,,,,,,,,4.0,10.0,c,U,34,2559.0
0,101,,,,,,,,,,,,,,,,4.0,11.0,Y,Y,100,3480.0
0,101,,,,,,,,,,,,,,,,4.0,12.0,Y,G,82,2350.0
0,101,,,,,,,,,,,,,,,,4.0,13.0,Y,P,69,5044.0
0,101,,,,,,,,,,,,,,,,4.0,14.0,Z,M,67,3551.0
0,101,,,,,,,,,,,,,,,,4.0,15.0,g,L,36,2619.0
0,101,,,,,,,,,,,,,,,,4.0,16.0,o,J,29,3318.0
0,101,,,,,,,,,,,,,,,,4.0,17.0,a,L,79,3089.0
0,101,,,,,,,,,,,,,,,,4.0,18.0,V,I,37,5089.0
0,101,,,,,,,,,,,,,,,,4.0,19.0,u,S,68,2415.0
0,101,,,,,,,,,,,,,,,,4.0,20.0,d,C,33,3138.0
0,101,,,,,,,,,,,,,,,,4.0,21.0,V,M,85,2666.0
0,101,,,,,,,,,,,,,,,,4.0,22.0,b,k,66,3216.0
0,101,,,,,,,,,,,,,,,,4.0,23.0,l,U,75,3012.0
0,101,,,,,,,,,,,,,,,,4.0,24.0,o,r,68,2340.0
0,101,,,,,,,,,,,,,,,,4.0,25.0,a,c,75,2392.0
0,101,,,,,,,,,,,,,,,,4.0,26.0,h,S,36,4304.0
0,101,,,,,,,,,,,,,,,,4.0,27.0,y,Q,24,3329.0
0,101,,,,,,,,,,,,,,,,4.0,28.0,V,N,73,4155.0
0,101,,,,,,,,,,,,,,,,4.0,29.0,i,o,32,2617.0
0,101,,,,,,,,,,,,,,,,4.0,30.0,Y,c,76,2311.0
0,101,,,,,,,,,,,,,,,,4.0,31.0,c,o,35,2846.0
0,101,,,,,,,,,,,,,,,,4.0,32.0,b,M,87,2625.0
0,101,,,,,,,,,,,,,,,,4.0,33.0,y,Y,67,3662.0
0,101,,,,,,,,,,,,,,,,4.0,34.0,d,c,85,2782.0
0,101,,,,,,,,,,,,,,,,4.0,35.0,l,y,41,2614.0
0,101,,,,,,,,,,,,,,,,4.0,36.0,i,l,34,2232.0
0,101,,,,,,,,,,,,,,,,4.0,37.0,g,Z,34,2371.0
0,101,,,,,,,,,,,,,,,,4.0,38.0,m,A,23,2639.0
0,101,,,,,,,,,,,,,,,,4.0,39.0,Y,U,91,2680.0
0,101,,,,,,,,,,,,,,,,4.0,40.0,y,E,70,2560.0
0,101,,,,,,,,,,,,,,,,4.0,41.0,y,Z,29,2872.0
0,101,,,,,,,,,,,,,,,,4.0,42.0,t,Y,64,2752.0
0,101,,,,,,,,,,,,,,,,4.0,43.0,m,O,89,3104.0
0,101,,,,,,,,,,,,,,,,4.0,44.0,h,t,35,3122.0
0,101,,,,,,,,,,,,,,,,4.0,45.0,l,F,32,2773.0
0,101,,,,,,,,,,,,,,,,4.0,46.0,b,P,76,2683.0
0,101,,,,,,,,,,,,,,,,4.0,47.0,o,V,78,2676.0
0,101,,,,,,,,,,,,,,,,4.0,48.0,h,b,69,2589.0
0,101,,,,,,,,,,,,,,,,4.0,49.0,h,T,33,2886.0
0,101,,,,,,,,,,,,,,,,4.0,50.0,v,A,26,3117.0
0,101,,,,,,,,,,,,,,,,4.0,51.0,r,y,27,2780.0
0,101,,,,,,,,,,,,,,,,4.0,52.0,d,P,86,2805.0
0,101,,,,,,,,,,,,,,,,4.0,53.0,V,m,68,4338.0
0,101,,,,,,,,,,,,,,,,4.0,54.0,V,O,32,3086.0
0,101,,,,,,,,,,,,,,,,4.0,55.0,Y,R,88,2624.0
0,101,,,,,,,,,,,,,,,,4.0,56.0,h,D,37,3045.0
0,101,,,,,,,,,,,,,,,,4.0,57.0,b,K,23,2384.0
0,101,,,,,,,,,,,,,,,,4.0,58.0,y,g,32,2980.0
0,101,,,,,,,,,,,,,,,,4.0,59.0,v,L,30,2668.0
0,101,,,,,,,,,,,,,,,,4.0,60.0,c,A,22,2683.0
0,101,,,,,,,,,,,,,,,,4.0,61.0,g,d,65,3609.0
0,101,,,,,,,,,,,,,,,,4.0,62.0,U,d,29,2608.0
0,101,,,,,,,,,,,,,,,,4.0,63.0,h,o,34,2624.0
0,101,,,,,,,,,,,,,,,,4.0,64.0,m,S,32,3996.0
0,101,,,,,,,,,,,,,,,,4.0,65.0,Z,g,28,2633.0
0,101,,,,,,,,,,,,,,,,4.0,66.0,y,B,63,2914.0
0,101,,,,,,,,,,,,,,,,4.0,67.0,Z,a,32,2952.0
0,101,,,,,,,,,,,,,,,,4.0,68.0,u,m,21,3006.0
0,101,,,,,,,,,,,,,,,,4.0,69.0,m,k,27,2906.0
0,101,,,,,,,,,,,,,,,,4.0,70.0,y,L,84,2704.0
0,101,,,,,,,,,,,,,,,,4.0,71.0,g,r,69,2637.0
0,101,,,,,,,,,,,,,,,,4.0,72.0,k,d,34,2946.0
0,101,,,,,,,,,,,,,,,,4.0,73.0,u,c,38,2357.0
0,101,,,,,,,,,,,,,,,,4.0,74.0,o,o,100,2609.0
0,101,,,,,,,,,,,,,,,,4.0,75.0,Z,D,75,2425.0
