,sbj_ID,Age,Sex,L1,AoAL1,ProfL1,L2,AoAL2,ProfL2,L3,AoAL3,ProfL3,L4,AoAL4,ProfL4,otherLs,set,trialn,character1,character2,response,rt
0,102,,,,,,,,,,,,,,,,6.0,80.0,k,m,74,2469.0
0,102,,,,,,,,,,,,,,,,7.0,1.0,V,d,33,3791.0
0,102,,,,,,,,,,,,,,,,7.0,2.0,d,H,24,3356.0
0,102,,,,,,,,,,,,,,,,7.0,3.0,o,P,30,2857.0
0,102,,,,,,,,,,,,,,,,7.0,4.0,U,B,38,2748.0
0,102,,,,,,,,,,,,,,,,7.0,5.0,k,g,32,3225.0
0,102,,,,,,,,,,,,,,,,7.0,6.0,d,v,66,3040.0
0,102,,,,,,,,,,,,,,,,7.0,7.0,g,t,30,2784.0
0,102,,,,,,,,,,,,,,,,7.0,8.0,u,E,20,2471.0
0,102,,,,,,,,,,,,,,,,7.0,9.0,g,S,34,2491.0
0,102,,,,,,,,,,,,,,,,7.0,10.0,g,K,58,3202.0
0,102,,,,,,,,,,,,,,,,7.0,11.0,V,Q,34,2425.0
0,102,,,,,,,,,,,,,,,,7.0,12.0,m,b,65,7495.0
0,102,,,,,,,,,,,,,,,,7.0,13.0,Y,h,33,4070.0
0,102,,,,,,,,,,,,,,,,7.0,14.0,i,S,21,2995.0
0,102,,,,,,,,,,,,,,,,7.0,15.0,v,d,68,3069.0
0,102,,,,,,,,,,,,,,,,7.0,16.0,a,y,35,2470.0
0,102,,,,,,,,,,,,,,,,7.0,17.0,a,r,30,2795.0
0,102,,,,,,,,,,,,,,,,7.0,18.0,a,E,66,2921.0
0,102,,,,,,,,,,,,,,,,7.0,19.0,b,t,29,2531.0
0,102,,,,,,,,,,,,,,,,7.0,20.0,c,Q,24,2589.0
0,102,,,,,,,,,,,,,,,,7.0,21.0,U,h,20,2711.0
0,102,,,,,,,,,,,,,,,,7.0,22.0,y,b,66,2548.0
0,102,,,,,,,,,,,,,,,,7.0,23.0,m,F,66,3111.0
0,102,,,,,,,,,,,,,,,,7.0,24.0,a,Z,35,2770.0
0,102,,,,,,,,,,,,,,,,7.0,25.0,y,O,70,3109.0
0,102,,,,,,,,,,,,,,,,7.0,26.0,d,r,65,2884.0
0,102,,,,,,,,,,,,,,,,7.0,27.0,h,J,31,4073.0
0,102,,,,,,,,,,,,,,,,7.0,28.0,o,C,22,3174.0
0,102,,,,,,,,,,,,,,,,7.0,29.0,r,L,29,3677.0
0,102,,,,,,,,,,,,,,,,7.0,30.0,m,T,28,2645.0
0,102,,,,,,,,,,,,,,,,7.0,31.0,c,P,22,2844.0
0,102,,,,,,,,,,,,,,,,7.0,32.0,v,D,34,3067.0
0,102,,,,,,,,,,,,,,,,7.0,33.0,k,F,67,2625.0
0,102,,,,,,,,,,,,,,,,7.0,34.0,t,J,70,2746.0
0,102,,,,,,,,,,,,,,,,7.0,35.0,h,h,100,4617.0
0,102,,,,,,,,,,,,,,,,7.0,36.0,c,b,36,2483.0
0,102,,,,,,,,,,,,,,,,7.0,37.0,m,R,26,2385.0
0,102,,,,,,,,,,,,,,,,7.0,38.0,o,N,69,3051.0
0,102,,,,,,,,,,,,,,,,7.0,39.0,i,b,68,2783.0
0,102,,,,,,,,,,,,,,,,7.0,40.0,i,R,36,3653.0
0,102,,,,,,,,,,,,,,,,7.0,41.0,V,r,35,3785.0
0,102,,,,,,,,,,,,,,,,7.0,42.0,u,o,30,2645.0
0,102,,,,,,,,,,,,,,,,7.0,43.0,u,U,29,2467.0
0,102,,,,,,,,,,,,,,,,7.0,44.0,i,N,17,2430.0
0,102,,,,,,,,,,,,,,,,7.0,45.0,o,Q,62,2505.0
0,102,,,,,,,,,,,,,,,,7.0,46.0,g,E,26,2436.0
0,102,,,,,,,,,,,,,,,,7.0,47.0,V,K,92,3378.0
0,102,,,,,,,,,,,,,,,,7.0,48.0,t,P,64,2955.0
0,102,,,,,,,,,,,,,,,,7.0,49.0,l,T,32,3052.0
0,102,,,,,,,,,,,,,,,,7.0,50.0,v,E,69,2371.0
0,102,,,,,,,,,,,,,,,,7.0,51.0,l,Y,31,2963.0
0,102,,,,,,,,,,,,,,,,7.0,52.0,V,P,83,2709.0
0,102,,,,,,,,,,,,,,,,7.0,53.0,h,M,69,2700.0
0,102,,,,,,,,,,,,,,,,7.0,54.0,t,G,78,2093.0
0,102,,,,,,,,,,,,,,,,7.0,55.0,a,D,34,2157.0
0,102,,,,,,,,,,,,,,,,7.0,56.0,h,A,25,3715.0
0,102,,,,,,,,,,,,,,,,7.0,57.0,b,m,34,2397.0
0,102,,,,,,,,,,,,,,,,7.0,58.0,g,u,25,2406.0
0,102,,,,,,,,,,,,,,,,7.0,59.0,b,C,32,2745.0
0,102,,,,,,,,,,,,,,,,7.0,60.0,r,U,78,2976.0
0,102,,,,,,,,,,,,,,,,7.0,61.0,d,F,34,3007.0
0,102,,,,,,,,,,,,,,,,7.0,62.0,a,M,30,2342.0
0,102,,,,,,,,,,,,,,,,7.0,63.0,Z,K,28,2327.0
0,102,,,,,,,,,,,,,,,,7.0,64.0,r,V,72,2589.0
0,102,,,,,,,,,,,,,,,,7.0,65.0,y,o,31,2500.0
0,102,,,,,,,,,,,,,,,,7.0,66.0,v,O,30,2450.0
0,102,,,,,,,,,,,,,,,,7.0,67.0,t,I,34,2139.0
0,102,,,,,,,,,,,,,,,,7.0,68.0,Y,i,21,2574.0
0,102,,,,,,,,,,,,,,,,7.0,69.0,d,u,70,2773.0
0,102,,,,,,,,,,,,,,,,7.0,70.0,y,u,29,2360.0
0,102,,,,,,,,,,,,,,,,7.0,71.0,a,C,22,2934.0
0,102,,,,,,,,,,,,,,,,7.0,72.0,U,Y,85,2511.0
0,102,,,,,,,,,,,,,,,,7.0,73.0,b,O,72,2563.0
0,102,,,,,,,,,,,,,,,,7.0,74.0,d,L,86,2856.0
0,102,,,,,,,,,,,,,,,,7.0,75.0,a,K,32,2557.0
0,102,,,,,,,,,,,,,,,,7.0,76.0,Z,E,17,2330.0
0,102,,,,,,,,,,,,,,,,7.0,77.0,Z,b,26,2792.0
0,102,,,,,,,,,,,,,,,,7.0,78.0,h,c,26,2858.0
0,102,,,,,,,,,,,,,,,,7.0,79.0,u,Z,29,2160.0
0,102,,,,,,,,,,,,,,,,7.0,80.0,d,U,28,2934.0
0,102,,,,,,,,,,,,,,,,8.0,1.0,y,V,73,3442.0
0,102,,,,,,,,,,,,,,,,8.0,2.0,k,Q,68,3540.0
0,102,,,,,,,,,,,,,,,,8.0,3.0,V,i,65,4106.0
0,102,,,,,,,,,,,,,,,,8.0,4.0,o,u,36,3435.0
0,102,,,,,,,,,,,,,,,,8.0,5.0,U,K,40,3525.0
0,102,,,,,,,,,,,,,,,,8.0,6.0,t,O,27,2903.0
0,102,,,,,,,,,,,,,,,,8.0,7.0,r,C,33,2172.0
0,102,,,,,,,,,,,,,,,,8.0,8.0,i,I,34,2164.0
0,102,,,,,,,,,,,,,,,,8.0,9.0,Z,u,71,2515.0
0,102,,,,,,,,,,,,,,,,8.0,10.0,v,r,28,2227.0
0,102,,,,,,,,,,,,,,,,8.0,11.0,m,v,37,2514.0
0,102,,,,,,,,,,,,,,,,8.0,12.0,y,P,33,2807.0
0,102,,,,,,,,,,,,,,,,8.0,13.0,u,L,26,2501.0
0,102,,,,,,,,,,,,,,,,8.0,14.0,Z,r,75,2623.0
0,102,,,,,,,,,,,,,,,,8.0,15.0,g,c,36,2411.0
0,102,,,,,,,,,,,,,,,,8.0,16.0,i,h,26,2608.0
0,102,,,,,,,,,,,,,,,,8.0,17.0,m,Y,19,2620.0
0,102,,,,,,,,,,,,,,,,8.0,18.0,o,i,22,2313.0
0,102,,,,,,,,,,,,,,,,8.0,19.0,m,U,29,2540.0
0,102,,,,,,,,,,,,,,,,8.0,20.0,d,h,26,2416.0
0,102,,,,,,,,,,,,,,,,8.0,21.0,h,B,24,2531.0
0,102,,,,,,,,,,,,,,,,8.0,22.0,v,H,24,2677.0
0,102,,,,,,,,,,,,,,,,8.0,23.0,o,I,33,2952.0
0,102,,,,,,,,,,,,,,,,8.0,24.0,V,A,21,3593.0
0,102,,,,,,,,,,,,,,,,8.0,25.0,l,E,26,2430.0
0,102,,,,,,,,,,,,,,,,8.0,26.0,V,D,67,4352.0
0,102,,,,,,,,,,,,,,,,8.0,27.0,V,R,68,3246.0
0,102,,,,,,,,,,,,,,,,8.0,28.0,Y,k,33,2265.0
0,102,,,,,,,,,,,,,,,,8.0,29.0,m,Z,12,3684.0
0,102,,,,,,,,,,,,,,,,8.0,30.0,l,h,28,2483.0
0,102,,,,,,,,,,,,,,,,8.0,31.0,i,c,32,3210.0
0,102,,,,,,,,,,,,,,,,8.0,32.0,m,G,18,2606.0
0,102,,,,,,,,,,,,,,,,8.0,33.0,u,K,24,3214.0
0,102,,,,,,,,,,,,,,,,8.0,34.0,o,l,91,3445.0
0,102,,,,,,,,,,,,,,,,8.0,35.0,i,B,35,3202.0
0,102,,,,,,,,,,,,,,,,8.0,36.0,k,O,89,2667.0
0,102,,,,,,,,,,,,,,,,8.0,37.0,V,H,70,2341.0
0,102,,,,,,,,,,,,,,,,8.0,38.0,c,E,34,2791.0
0,102,,,,,,,,,,,,,,,,8.0,39.0,Y,y,74,2763.0
0,102,,,,,,,,,,,,,,,,8.0,40.0,a,g,29,2398.0
0,102,,,,,,,,,,,,,,,,8.0,41.0,t,m,27,2495.0
0,102,,,,,,,,,,,,,,,,8.0,42.0,c,h,31,2653.0
0,102,,,,,,,,,,,,,,,,8.0,43.0,o,F,67,3267.0
0,102,,,,,,,,,,,,,,,,8.0,44.0,Y,l,65,2605.0
0,102,,,,,,,,,,,,,,,,8.0,45.0,o,m,25,2540.0
0,102,,,,,,,,,,,,,,,,8.0,46.0,v,t,74,2775.0
0,102,,,,,,,,,,,,,,,,8.0,47.0,k,a,64,2532.0
0,102,,,,,,,,,,,,,,,,8.0,48.0,h,U,33,2344.0
0,102,,,,,,,,,,,,,,,,8.0,49.0,Z,J,27,2935.0
0,102,,,,,,,,,,,,,,,,8.0,50.0,Z,C,67,2892.0
0,102,,,,,,,,,,,,,,,,8.0,51.0,d,R,73,4111.0
0,102,,,,,,,,,,,,,,,,8.0,52.0,m,Q,32,2652.0
0,102,,,,,,,,,,,,,,,,8.0,53.0,k,C,29,2177.0
0,102,,,,,,,,,,,,,,,,8.0,54.0,Y,v,32,2351.0
0,102,,,,,,,,,,,,,,,,8.0,55.0,Z,A,26,2420.0
0,102,,,,,,,,,,,,,,,,8.0,56.0,Y,M,69,3240.0
0,102,,,,,,,,,,,,,,,,8.0,57.0,l,O,27,2527.0
0,102,,,,,,,,,,,,,,,,8.0,58.0,V,Z,71,3308.0
0,102,,,,,,,,,,,,,,,,8.0,59.0,g,g,100,2734.0
0,102,,,,,,,,,,,,,,,,8.0,60.0,l,V,73,3357.0
0,102,,,,,,,,,,,,,,,,8.0,61.0,Y,K,24,2715.0
0,102,,,,,,,,,,,,,,,,8.0,62.0,U,M,70,2913.0
0,102,,,,,,,,,,,,,,,,8.0,63.0,v,U,69,2840.0
0,102,,,,,,,,,,,,,,,,8.0,64.0,Y,t,67,2583.0
0,102,,,,,,,,,,,,,,,,8.0,65.0,u,A,24,2642.0
0,102,,,,,,,,,,,,,,,,8.0,66.0,o,Z,71,2312.0
0,102,,,,,,,,,,,,,,,,8.0,67.0,u,y,26,2293.0
0,102,,,,,,,,,,,,,,,,8.0,68.0,U,E,8,2654.0
0,102,,,,,,,,,,,,,,,,8.0,69.0,d,V,69,2593.0
0,102,,,,,,,,,,,,,,,,8.0,70.0,b,J,31,2251.0
0,102,,,,,,,,,,,,,,,,8.0,71.0,d,J,69,2573.0
0,102,,,,,,,,,,,,,,,,8.0,72.0,v,i,35,2371.0
0,102,,,,,,,,,,,,,,,,8.0,73.0,u,l,27,3577.0
0,102,,,,,,,,,,,,,,,,8.0,74.0,U,t,21,3242.0
0,102,,,,,,,,,,,,,,,,8.0,75.0,m,P,71,2458.0
0,102,,,,,,,,,,,,,,,,8.0,76.0,l,P,67,2862.0
0,102,,,,,,,,,,,,,,,,8.0,77.0,g,b,25,3480.0
0,102,,,,,,,,,,,,,,,,8.0,78.0,Y,u,60,4335.0
0,102,,,,,,,,,,,,,,,,8.0,79.0,Y,b,28,3148.0
0,102,,,,,,,,,,,,,,,,8.0,80.0,d,y,88,4763.0
0,102,,,,,,,,,,,,,,,,9.0,1.0,U,C,74,2884.0
0,102,,,,,,,,,,,,,,,,9.0,2.0,Z,P,32,2997.0
0,102,,,,,,,,,,,,,,,,9.0,3.0,t,N,70,2956.0
0,102,,,,,,,,,,,,,,,,9.0,4.0,r,S,58,3794.0
0,102,,,,,,,,,,,,,,,,9.0,5.0,y,c,68,2693.0
0,102,,,,,,,,,,,,,,,,9.0,6.0,m,L,84,3246.0
0,102,,,,,,,,,,,,,,,,9.0,7.0,g,I,32,2817.0
0,102,,,,,,,,,,,,,,,,9.0,8.0,c,D,24,2332.0
0,102,,,,,,,,,,,,,,,,9.0,9.0,Z,S,32,2299.0
0,102,,,,,,,,,,,,,,,,9.0,10.0,u,d,24,2560.0
0,102,,,,,,,,,,,,,,,,9.0,11.0,a,P,75,2238.0
0,102,,,,,,,,,,,,,,,,9.0,12.0,U,u,68,3277.0
0,102,,,,,,,,,,,,,,,,9.0,13.0,Y,g,25,2338.0
0,102,,,,,,,,,,,,,,,,9.0,14.0,r,A,23,7033.0
0,102,,,,,,,,,,,,,,,,9.0,15.0,U,y,20,5763.0
0,102,,,,,,,,,,,,,,,,9.0,16.0,m,r,69,3133.0
0,102,,,,,,,,,,,,,,,,9.0,17.0,g,H,31,2125.0
0,102,,,,,,,,,,,,,,,,9.0,18.0,y,H,66,2647.0
0,102,,,,,,,,,,,,,,,,9.0,19.0,k,G,28,4851.0
0,102,,,,,,,,,,,,,,,,9.0,20.0,u,P,35,2472.0
0,102,,,,,,,,,,,,,,,,9.0,21.0,U,T,68,2993.0
0,102,,,,,,,,,,,,,,,,9.0,22.0,d,Y,69,2507.0
0,102,,,,,,,,,,,,,,,,9.0,23.0,v,y,30,2579.0
0,102,,,,,,,,,,,,,,,,9.0,24.0,a,Q,29,2482.0
0,102,,,,,,,,,,,,,,,,9.0,25.0,v,N,68,2565.0
0,102,,,,,,,,,,,,,,,,9.0,26.0,l,r,66,9225.0
0,102,,,,,,,,,,,,,,,,9.0,27.0,d,d,100,2434.0
0,102,,,,,,,,,,,,,,,,9.0,28.0,t,H,76,3074.0
0,102,,,,,,,,,,,,,,,,9.0,29.0,c,S,27,3674.0
0,102,,,,,,,,,,,,,,,,9.0,30.0,m,H,16,5236.0
0,102,,,,,,,,,,,,,,,,9.0,31.0,V,t,36,2592.0
0,102,,,,,,,,,,,,,,,,9.0,32.0,l,N,69,2768.0
0,102,,,,,,,,,,,,,,,,9.0,33.0,l,c,35,2658.0
0,102,,,,,,,,,,,,,,,,9.0,34.0,i,m,25,3150.0
0,102,,,,,,,,,,,,,,,,9.0,35.0,d,N,72,3350.0
0,102,,,,,,,,,,,,,,,,9.0,36.0,d,D,69,3178.0
0,102,,,,,,,,,,,,,,,,9.0,37.0,y,C,70,2191.0
0,102,,,,,,,,,,,,,,,,9.0,38.0,i,L,29,3467.0
0,102,,,,,,,,,,,,,,,,9.0,39.0,i,J,36,2859.0
0,102,,,,,,,,,,,,,,,,9.0,40.0,y,v,33,2687.0
0,102,,,,,,,,,,,,,,,,9.0,41.0,o,R,31,2216.0
0,102,,,,,,,,,,,,,,,,9.0,42.0,a,l,65,2745.0
0,102,,,,,,,,,,,,,,,,9.0,43.0,d,Z,89,3466.0
0,102,,,,,,,,,,,,,,,,9.0,44.0,r,K,31,3208.0
0,102,,,,,,,,,,,,,,,,9.0,45.0,Z,t,77,2548.0
0,102,,,,,,,,,,,,,,,,9.0,46.0,m,o,32,3097.0
0,102,,,,,,,,,,,,,,,,9.0,47.0,b,G,72,2465.0
0,102,,,,,,,,,,,,,,,,9.0,48.0,g,Y,69,2775.0
0,102,,,,,,,,,,,,,,,,9.0,49.0,k,r,88,3834.0
0,102,,,,,,,,,,,,,,,,9.0,50.0,U,G,91,3447.0
0,102,,,,,,,,,,,,,,,,9.0,51.0,h,k,74,1946.0
0,102,,,,,,,,,,,,,,,,9.0,52.0,Z,d,67,2545.0
0,102,,,,,,,,,,,,,,,,9.0,53.0,U,D,76,2819.0
0,102,,,,,,,,,,,,,,,,9.0,54.0,U,v,86,2528.0
0,102,,,,,,,,,,,,,,,,9.0,55.0,t,V,35,2373.0
0,102,,,,,,,,,,,,,,,,9.0,56.0,l,C,64,3281.0
0,102,,,,,,,,,,,,,,,,9.0,57.0,r,m,34,3099.0
0,102,,,,,,,,,,,,,,,,9.0,58.0,Z,N,68,2854.0
0,102,,,,,,,,,,,,,,,,9.0,59.0,Y,m,70,2398.0
0,102,,,,,,,,,,,,,,,,9.0,60.0,b,E,69,7072.0
0,102,,,,,,,,,,,,,,,,9.0,61.0,k,t,75,5924.0
0,102,,,,,,,,,,,,,,,,9.0,62.0,d,K,67,4987.0
0,102,,,,,,,,,,,,,,,,9.0,63.0,r,B,67,2162.0
0,102,,,,,,,,,,,,,,,,9.0,64.0,i,M,38,2281.0
0,102,,,,,,,,,,,,,,,,9.0,65.0,V,l,79,3503.0
0,102,,,,,,,,,,,,,,,,9.0,66.0,u,M,70,2861.0
0,102,,,,,,,,,,,,,,,,9.0,67.0,c,C,64,2964.0
0,102,,,,,,,,,,,,,,,,9.0,68.0,U,F,75,2509.0
0,102,,,,,,,,,,,,,,,,9.0,69.0,h,R,36,2604.0
0,102,,,,,,,,,,,,,,,,9.0,70.0,h,K,27,3168.0
0,102,,,,,,,,,,,,,,,,9.0,71.0,c,O,82,3966.0
0,102,,,,,,,,,,,,,,,,9.0,72.0,m,t,22,3138.0
0,102,,,,,,,,,,,,,,,,9.0,73.0,t,M,57,3052.0
0,102,,,,,,,,,,,,,,,,9.0,74.0,Y,O,71,3018.0
0,102,,,,,,,,,,,,,,,,9.0,75.0,v,a,32,3791.0
0,102,,,,,,,,,,,,,,,,9.0,76.0,o,S,29,2930.0
0,102,,,,,,,,,,,,,,,,9.0,77.0,l,u,82,3138.0
0,102,,,,,,,,,,,,,,,,9.0,78.0,V,c,28,2519.0
0,102,,,,,,,,,,,,,,,,9.0,79.0,i,v,29,2964.0
0,102,,,,,,,,,,,,,,,,9.0,80.0,m,m,100,3123.0
0,102,,,,,,,,,,,,,,,,10.0,1.0,b,F,66,2969.0
0,102,,,,,,,,,,,,,,,,10.0,2.0,i,D,75,2325.0
0,102,,,,,,,,,,,,,,,,10.0,3.0,i,Q,82,2313.0
0,102,,,,,,,,,,,,,,,,10.0,4.0,c,l,63,2362.0
0,102,,,,,,,,,,,,,,,,10.0,5.0,k,S,32,2278.0
0,102,,,,,,,,,,,,,,,,10.0,6.0,t,g,26,2325.0
0,102,,,,,,,,,,,,,,,,10.0,7.0,a,d,64,2317.0
0,102,,,,,,,,,,,,,,,,10.0,8.0,t,l,66,2468.0
0,102,,,,,,,,,,,,,,,,10.0,9.0,Z,B,75,4065.0
0,102,,,,,,,,,,,,,,,,10.0,10.0,t,k,90,3039.0
0,102,,,,,,,,,,,,,,,,10.0,11.0,i,d,72,2469.0
0,102,,,,,,,,,,,,,,,,10.0,12.0,c,K,34,3430.0
0,102,,,,,,,,,,,,,,,,10.0,13.0,a,S,35,5809.0
0,102,,,,,,,,,,,,,,,,10.0,14.0,i,E,78,2453.0
0,102,,,,,,,,,,,,,,,,10.0,15.0,t,c,85,2545.0
0,102,,,,,,,,,,,,,,,,10.0,16.0,l,v,73,2423.0
0,102,,,,,,,,,,,,,,,,10.0,17.0,o,k,30,2310.0
0,102,,,,,,,,,,,,,,,,10.0,18.0,r,l,27,2495.0
0,102,,,,,,,,,,,,,,,,10.0,19.0,y,T,30,2639.0
0,102,,,,,,,,,,,,,,,,10.0,20.0,b,l,69,2914.0
0,102,,,,,,,,,,,,,,,,10.0,21.0,o,b,73,2297.0
0,102,,,,,,,,,,,,,,,,10.0,22.0,o,M,85,2660.0
0,102,,,,,,,,,,,,,,,,10.0,23.0,h,m,68,2649.0
0,102,,,,,,,,,,,,,,,,10.0,24.0,k,k,100,3228.0
0,102,,,,,,,,,,,,,,,,10.0,25.0,k,o,61,2360.0
0,102,,,,,,,,,,,,,,,,10.0,26.0,a,T,29,2659.0
0,102,,,,,,,,,,,,,,,,10.0,27.0,h,G,29,2224.0
0,102,,,,,,,,,,,,,,,,10.0,28.0,k,T,70,2702.0
0,102,,,,,,,,,,,,,,,,10.0,29.0,b,v,36,3182.0
0,102,,,,,,,,,,,,,,,,10.0,30.0,m,I,29,2525.0
0,102,,,,,,,,,,,,,,,,10.0,31.0,l,G,74,2386.0
0,102,,,,,,,,,,,,,,,,10.0,32.0,m,E,66,3211.0
0,102,,,,,,,,,,,,,,,,10.0,33.0,V,g,80,3110.0
0,102,,,,,,,,,,,,,,,,10.0,34.0,k,K,62,4033.0
0,102,,,,,,,,,,,,,,,,10.0,35.0,k,V,68,3069.0
0,102,,,,,,,,,,,,,,,,10.0,36.0,V,F,88,4172.0
0,102,,,,,,,,,,,,,,,,10.0,37.0,b,H,37,2531.0
0,102,,,,,,,,,,,,,,,,10.0,38.0,t,b,28,2371.0
0,102,,,,,,,,,,,,,,,,10.0,39.0,U,k,79,3745.0
0,102,,,,,,,,,,,,,,,,10.0,40.0,u,t,83,2341.0
0,102,,,,,,,,,,,,,,,,10.0,41.0,c,H,32,2500.0
0,102,,,,,,,,,,,,,,,,10.0,42.0,r,k,81,2808.0
0,102,,,,,,,,,,,,,,,,10.0,43.0,k,c,71,2666.0
0,102,,,,,,,,,,,,,,,,10.0,44.0,k,A,31,2484.0
0,102,,,,,,,,,,,,,,,,10.0,45.0,k,R,72,2325.0
0,102,,,,,,,,,,,,,,,,10.0,46.0,y,I,35,3592.0
0,102,,,,,,,,,,,,,,,,10.0,47.0,Z,F,89,4013.0
0,102,,,,,,,,,,,,,,,,10.0,48.0,o,L,29,2619.0
0,102,,,,,,,,,,,,,,,,10.0,49.0,o,A,61,2515.0
0,102,,,,,,,,,,,,,,,,10.0,50.0,i,G,69,2273.0
0,102,,,,,,,,,,,,,,,,10.0,51.0,k,B,40,3216.0
0,102,,,,,,,,,,,,,,,,10.0,52.0,i,g,79,2340.0
0,102,,,,,,,,,,,,,,,,10.0,53.0,v,g,33,2626.0
0,102,,,,,,,,,,,,,,,,10.0,54.0,r,J,73,2971.0
0,102,,,,,,,,,,,,,,,,10.0,55.0,y,A,30,2612.0
0,102,,,,,,,,,,,,,,,,10.0,56.0,r,I,25,2742.0
0,102,,,,,,,,,,,,,,,,10.0,57.0,o,U,77,3221.0
0,102,,,,,,,,,,,,,,,,10.0,58.0,Y,D,67,2896.0
0,102,,,,,,,,,,,,,,,,10.0,59.0,Y,C,86,2618.0
0,102,,,,,,,,,,,,,,,,10.0,60.0,i,T,65,2757.0
0,102,,,,,,,,,,,,,,,,10.0,61.0,t,Q,79,3067.0
0,102,,,,,,,,,,,,,,,,10.0,62.0,r,Y,70,2339.0
0,102,,,,,,,,,,,,,,,,10.0,63.0,g,i,38,2463.0
0,102,,,,,,,,,,,,,,,,10.0,64.0,m,i,31,3136.0
0,102,,,,,,,,,,,,,,,,10.0,65.0,m,N,31,2374.0
0,102,,,,,,,,,,,,,,,,10.0,66.0,l,L,67,2430.0
0,102,,,,,,,,,,,,,,,,10.0,67.0,y,k,67,2405.0
0,102,,,,,,,,,,,,,,,,10.0,68.0,k,L,29,2975.0
0,102,,,,,,,,,,,,,,,,10.0,69.0,Y,S,84,2569.0
0,102,,,,,,,,,,,,,,,,10.0,70.0,b,b,100,3057.0
0,102,,,,,,,,,,,,,,,,10.0,71.0,y,J,28,2733.0
0,102,,,,,,,,,,,,,,,,10.0,72.0,g,v,30,3453.0
0,102,,,,,,,,,,,,,,,,10.0,73.0,a,t,31,3248.0
0,102,,,,,,,,,,,,,,,,10.0,74.0,t,h,25,2487.0
0,102,,,,,,,,,,,,,,,,10.0,75.0,c,k,72,2403.0
0,102,,,,,,,,,,,,,,,,10.0,76.0,i,U,31,2341.0
0,102,,,,,,,,,,,,,,,,10.0,77.0,g,R,65,2758.0
0,102,,,,,,,,,,,,,,,,10.0,78.0,Y,F,68,2669.0
0,102,,,,,,,,,,,,,,,,10.0,79.0,d,m,87,2508.0
0,102,,,,,,,,,,,,,,,,10.0,80.0,g,a,30,3448.0
